Version,1
Sampling cycle,1000us
Out count,1
Data count,23821
First index,885114

,OUT01
Display unit,0.0001mm
Upper limit,5.0000mm
Lower limit,-5.0000mm

Trigger count,OUT01(mm),
887659,1.3187,GO
887660,1.3158,GO
887661,1.3128,GO
887662,1.3100,GO
887663,1.3071,GO
887664,1.3041,GO
887665,1.3010,GO
887666,1.2979,GO
887667,1.2948,GO
887668,1.2918,GO
887669,1.2887,GO
887670,1.2859,GO
887671,1.2828,GO
887672,1.2800,GO
887673,1.2769,GO
887674,1.2739,GO
887675,1.2708,GO
887676,1.2680,GO
887677,1.2649,GO
887678,1.2621,GO
887679,1.2593,GO
887680,1.2564,GO
887681,1.2531,GO
887682,1.2503,GO
887683,1.2475,GO
887684,1.2449,GO
887685,1.2421,GO
887686,1.2396,GO
887687,1.2360,GO
887688,1.2326,GO
887689,1.2296,GO
887690,1.2268,GO
887691,1.2237,GO
887692,1.2209,GO
887693,1.2180,GO
887694,1.2155,GO
887695,1.2134,GO
887696,1.2119,GO
887697,1.2104,GO
887698,1.2093,GO
887699,1.2088,GO
887700,1.2086,GO
887701,1.2083,GO
887702,1.2086,GO
887703,1.2101,GO
887704,1.2119,GO
887705,1.2137,GO
887706,1.2152,GO
887707,1.2170,GO
887708,1.2198,GO
887709,1.2224,GO
887710,1.2244,GO
887711,1.2260,GO
887712,1.2280,GO
887713,1.2306,GO
887714,1.2332,GO
887715,1.2360,GO
887716,1.2383,GO
887717,1.2408,GO
887718,1.2436,GO
887719,1.2462,GO
887720,1.2493,GO
887721,1.2524,GO
887722,1.2554,GO
887723,1.2588,GO
887724,1.2618,GO
887725,1.2649,GO
887726,1.2680,GO
887727,1.2708,GO
887728,1.2739,GO
887729,1.2767,GO
887730,1.2797,GO
887731,1.2823,GO
887732,1.2849,GO
887733,1.2874,GO
887734,1.2900,GO
887735,1.2920,GO
887736,1.2943,GO
887737,1.2966,GO
887738,1.2989,GO
887739,1.3012,GO
887740,1.3033,GO
887741,1.3059,GO
887742,1.3082,GO
887743,1.3105,GO
887744,1.3130,GO
887745,1.3158,GO
887746,1.3187,GO
887747,1.3210,GO
887748,1.3235,GO
887749,1.3258,GO
887750,1.3279,GO
887751,1.3312,GO
887752,1.3345,GO
887753,1.3376,GO
887754,1.3404,GO
887755,1.3430,GO
887756,1.3450,GO
887757,1.3468,GO
887758,1.3486,GO
887759,1.3501,GO
887760,1.3512,GO
887761,1.3519,GO
887762,1.3522,GO
887763,1.3522,GO
887764,1.3522,GO
887765,1.3519,GO
887766,1.3514,GO
887767,1.3504,GO
887768,1.3491,GO
887769,1.3473,GO
887770,1.3453,GO
887771,1.3432,GO
887772,1.3399,GO
887773,1.3366,GO
887774,1.3335,GO
887775,1.3309,GO
887776,1.3286,GO
887777,1.3263,GO
887778,1.3240,GO
887779,1.3215,GO
887780,1.3184,GO
887781,1.3156,GO
887782,1.3125,GO
887783,1.3094,GO
887784,1.3064,GO
887785,1.3028,GO
887786,1.2995,GO
887787,1.2959,GO
887788,1.2923,GO
887789,1.2890,GO
887790,1.2859,GO
887791,1.2826,GO
887792,1.2792,GO
887793,1.2762,GO
887794,1.2731,GO
887795,1.2700,GO
887796,1.2669,GO
887797,1.2641,GO
887798,1.2611,GO
887799,1.2582,GO
887800,1.2554,GO
887801,1.2526,GO
887802,1.2498,GO
887803,1.2470,GO
887804,1.2439,GO
887805,1.2408,GO
887806,1.2378,GO
887807,1.2347,GO
887808,1.2319,GO
887809,1.2291,GO
887810,1.2265,GO
887811,1.2234,GO
887812,1.2206,GO
887813,1.2180,GO
887814,1.2152,GO
887815,1.2099,GO
887816,1.2047,GO
887817,1.1996,GO
887818,1.1948,GO
887819,1.1899,GO
887820,1.1853,GO
887821,1.1814,GO
887822,1.1776,GO
887823,1.1738,GO
887824,1.1702,GO
887825,1.1679,GO
887826,1.1658,GO
887827,1.1638,GO
887828,1.1620,GO
887829,1.1602,GO
887830,1.1587,GO
887831,1.1576,GO
887832,1.1571,GO
887833,1.1566,GO
887834,1.1564,GO
887835,1.1564,GO
887836,1.1564,GO
887837,1.1566,GO
887838,1.1569,GO
887839,1.1574,GO
887840,1.1581,GO
887841,1.1592,GO
887842,1.1604,GO
887843,1.1622,GO
887844,1.1643,GO
887845,1.1668,GO
887846,1.1694,GO
887847,1.1727,GO
887848,1.1768,GO
887849,1.1804,GO
887850,1.1837,GO
887851,1.1871,GO
887852,1.1904,GO
887853,1.1937,GO
887854,1.1971,GO
887855,1.2004,GO
887856,1.2037,GO
887857,1.2070,GO
887858,1.2104,GO
887859,1.2137,GO
887860,1.2168,GO
887861,1.2198,GO
887862,1.2232,GO
887863,1.2265,GO
887864,1.2301,GO
887865,1.2334,GO
887866,1.2370,GO
887867,1.2408,GO
887868,1.2447,GO
887869,1.2485,GO
887870,1.2524,GO
887871,1.2562,GO
887872,1.2598,GO
887873,1.2631,GO
887874,1.2664,GO
887875,1.2695,GO
887876,1.2726,GO
887877,1.2754,GO
887878,1.2782,GO
887879,1.2836,GO
887880,1.2890,GO
887881,1.2938,GO
887882,1.2987,GO
887883,1.3036,GO
887884,1.3084,GO
887885,1.3125,GO
887886,1.3166,GO
887887,1.3204,GO
887888,1.3243,GO
887889,1.3271,GO
887890,1.3299,GO
887891,1.3325,GO
887892,1.3345,GO
887893,1.3368,GO
887894,1.3386,GO
887895,1.3396,GO
887896,1.3407,GO
887897,1.3412,GO
887898,1.3420,GO
887899,1.3422,GO
887900,1.3425,GO
887901,1.3425,GO
887902,1.3420,GO
887903,1.3412,GO
887904,1.3404,GO
887905,1.3391,GO
887906,1.3373,GO
887907,1.3353,GO
887908,1.3330,GO
887909,1.3307,GO
887910,1.3281,GO
887911,1.3248,GO
887912,1.3210,GO
887913,1.3179,GO
887914,1.3151,GO
887915,1.3123,GO
887916,1.3097,GO
887917,1.3071,GO
887918,1.3043,GO
887919,1.3015,GO
887920,1.2984,GO
887921,1.2951,GO
887922,1.2920,GO
887923,1.2892,GO
887924,1.2867,GO
887925,1.2841,GO
887926,1.2813,GO
887927,1.2785,GO
887928,1.2754,GO
887929,1.2726,GO
887930,1.2692,GO
887931,1.2659,GO
887932,1.2626,GO
887933,1.2593,GO
887934,1.2559,GO
887935,1.2526,GO
887936,1.2493,GO
887937,1.2462,GO
887938,1.2429,GO
887939,1.2398,GO
887940,1.2367,GO
887941,1.2337,GO
887942,1.2308,GO
887943,1.2278,GO
887944,1.2250,GO
887945,1.2221,GO
887946,1.2191,GO
887947,1.2163,GO
887948,1.2132,GO
887949,1.2101,GO
887950,1.2068,GO
887951,1.2037,GO
887952,1.2004,GO
887953,1.1968,GO
887954,1.1935,GO
887955,1.1901,GO
887956,1.1871,GO
887957,1.1840,GO
887958,1.1809,GO
887959,1.1784,GO
887960,1.1761,GO
887961,1.1743,GO
887962,1.1730,GO
887963,1.1717,GO
887964,1.1707,GO
887965,1.1702,GO
887966,1.1702,GO
887967,1.1704,GO
887968,1.1709,GO
887969,1.1720,GO
887970,1.1735,GO
887971,1.1750,GO
887972,1.1771,GO
887973,1.1799,GO
887974,1.1825,GO
887975,1.1850,GO
887976,1.1871,GO
887977,1.1891,GO
887978,1.1912,GO
887979,1.1930,GO
887980,1.1950,GO
887981,1.1968,GO
887982,1.1991,GO
887983,1.2017,GO
887984,1.2042,GO
887985,1.2070,GO
887986,1.2099,GO
887987,1.2127,GO
887988,1.2150,GO
887989,1.2175,GO
887990,1.2198,GO
887991,1.2224,GO
887992,1.2247,GO
887993,1.2273,GO
887994,1.2296,GO
887995,1.2321,GO
887996,1.2347,GO
887997,1.2370,GO
887998,1.2393,GO
887999,1.2416,GO
888000,1.2439,GO
888001,1.2462,GO
888002,1.2485,GO
888003,1.2508,GO
888004,1.2531,GO
888005,1.2557,GO
888006,1.2580,GO
888007,1.2603,GO
888008,1.2628,GO
888009,1.2657,GO
888010,1.2685,GO
888011,1.2713,GO
888012,1.2744,GO
888013,1.2772,GO
888014,1.2805,GO
888015,1.2833,GO
888016,1.2864,GO
888017,1.2897,GO
888018,1.2928,GO
888019,1.2956,GO
888020,1.2984,GO
888021,1.3010,GO
888022,1.3030,GO
888023,1.3048,GO
888024,1.3059,GO
888025,1.3066,GO
888026,1.3074,GO
888027,1.3076,GO
888028,1.3082,GO
888029,1.3082,GO
888030,1.3076,GO
888031,1.3071,GO
888032,1.3064,GO
888033,1.3053,GO
888034,1.3043,GO
888035,1.3036,GO
888036,1.3023,GO
888037,1.2992,GO
888038,1.2959,GO
888039,1.2928,GO
888040,1.2902,GO
888041,1.2874,GO
888042,1.2849,GO
888043,1.2826,GO
888044,1.2803,GO
888045,1.2772,GO
888046,1.2739,GO
888047,1.2705,GO
888048,1.2669,GO
888049,1.2631,GO
888050,1.2593,GO
888051,1.2554,GO
888052,1.2521,GO
888053,1.2488,GO
888054,1.2457,GO
888055,1.2429,GO
888056,1.2401,GO
888057,1.2375,GO
888058,1.2344,GO
888059,1.2316,GO
888060,1.2288,GO
888061,1.2260,GO
888062,1.2232,GO
888063,1.2204,GO
888064,1.2175,GO
888065,1.2150,GO
888066,1.2122,GO
888067,1.2096,GO
888068,1.2065,GO
888069,1.2037,GO
888070,1.2006,GO
888071,1.1976,GO
888072,1.1942,GO
888073,1.1909,GO
888074,1.1876,GO
888075,1.1843,GO
888076,1.1809,GO
888077,1.1776,GO
888078,1.1743,GO
888079,1.1704,GO
888080,1.1671,GO
888081,1.1638,GO
888082,1.1607,GO
888083,1.1579,GO
888084,1.1553,GO
888085,1.1530,GO
888086,1.1517,GO
888087,1.1505,GO
888088,1.1500,GO
888089,1.1497,GO
888090,1.1494,GO
888091,1.1494,GO
888092,1.1494,GO
888093,1.1502,GO
888094,1.1507,GO
888095,1.1517,GO
888096,1.1528,GO
888097,1.1538,GO
888098,1.1546,GO
888099,1.1551,GO
888100,1.1574,GO
888101,1.1607,GO
888102,1.1640,GO
888103,1.1674,GO
888104,1.1702,GO
888105,1.1730,GO
888106,1.1756,GO
888107,1.1779,GO
888108,1.1802,GO
888109,1.1832,GO
888110,1.1868,GO
888111,1.1901,GO
888112,1.1937,GO
888113,1.1976,GO
888114,1.2012,GO
888115,1.2045,GO
888116,1.2073,GO
888117,1.2101,GO
888118,1.2127,GO
888119,1.2152,GO
888120,1.2173,GO
888121,1.2196,GO
888122,1.2221,GO
888123,1.2247,GO
888124,1.2275,GO
888125,1.2301,GO
888126,1.2326,GO
888127,1.2355,GO
888128,1.2380,GO
888129,1.2406,GO
888130,1.2431,GO
888131,1.2460,GO
888132,1.2485,GO
888133,1.2513,GO
888134,1.2539,GO
888135,1.2570,GO
888136,1.2600,GO
888137,1.2628,GO
888138,1.2657,GO
888139,1.2685,GO
888140,1.2710,GO
888141,1.2733,GO
888142,1.2756,GO
888143,1.2787,GO
888144,1.2815,GO
888145,1.2841,GO
888146,1.2867,GO
888147,1.2890,GO
888148,1.2910,GO
888149,1.2928,GO
888150,1.2941,GO
888151,1.2954,GO
888152,1.2961,GO
888153,1.2969,GO
888154,1.2974,GO
888155,1.2974,GO
888156,1.2974,GO
888157,1.2966,GO
888158,1.2956,GO
888159,1.2941,GO
888160,1.2928,GO
888161,1.2913,GO
888162,1.2895,GO
888163,1.2869,GO
888164,1.2833,GO
888165,1.2797,GO
888166,1.2769,GO
888167,1.2741,GO
888168,1.2708,GO
888169,1.2677,GO
888170,1.2644,GO
888171,1.2613,GO
888172,1.2577,GO
888173,1.2541,GO
888174,1.2508,GO
888175,1.2475,GO
888176,1.2439,GO
888177,1.2406,GO
888178,1.2372,GO
888179,1.2344,GO
888180,1.2316,GO
888181,1.2291,GO
888182,1.2265,GO
888183,1.2239,GO
888184,1.2214,GO
888185,1.2191,GO
888186,1.2165,GO
888187,1.2140,GO
888188,1.2111,GO
888189,1.2081,GO
888190,1.2052,GO
888191,1.2027,GO
888192,1.1996,GO
888193,1.1963,GO
888194,1.1932,GO
888195,1.1901,GO
888196,1.1868,GO
888197,1.1837,GO
888198,1.1804,GO
888199,1.1771,GO
888200,1.1740,GO
888201,1.1709,GO
888202,1.1681,GO
888203,1.1658,GO
888204,1.1635,GO
888205,1.1617,GO
888206,1.1597,GO
888207,1.1576,GO
888208,1.1556,GO
888209,1.1535,GO
888210,1.1507,GO
888211,1.1484,GO
888212,1.1461,GO
888213,1.1443,GO
888214,1.1425,GO
888215,1.1412,GO
888216,1.1400,GO
888217,1.1392,GO
888218,1.1384,GO
888219,1.1382,GO
888220,1.1387,GO
888221,1.1392,GO
888222,1.1402,GO
888223,1.1418,GO
888224,1.1433,GO
888225,1.1446,GO
888226,1.1464,GO
888227,1.1497,GO
888228,1.1528,GO
888229,1.1556,GO
888230,1.1579,GO
888231,1.1602,GO
888232,1.1633,GO
888233,1.1661,GO
888234,1.1694,GO
888235,1.1725,GO
888236,1.1753,GO
888237,1.1784,GO
888238,1.1814,GO
888239,1.1845,GO
888240,1.1873,GO
888241,1.1901,GO
888242,1.1930,GO
888243,1.1958,GO
888244,1.1983,GO
888245,1.2009,GO
888246,1.2035,GO
888247,1.2060,GO
888248,1.2086,GO
888249,1.2111,GO
888250,1.2137,GO
888251,1.2163,GO
888252,1.2191,GO
888253,1.2221,GO
888254,1.2247,GO
888255,1.2275,GO
888256,1.2306,GO
888257,1.2334,GO
888258,1.2365,GO
888259,1.2393,GO
888260,1.2424,GO
888261,1.2457,GO
888262,1.2488,GO
888263,1.2516,GO
888264,1.2544,GO
888265,1.2570,GO
888266,1.2593,GO
888267,1.2616,GO
888268,1.2639,GO
888269,1.2662,GO
888270,1.2682,GO
888271,1.2705,GO
888272,1.2726,GO
888273,1.2749,GO
888274,1.2777,GO
888275,1.2803,GO
888276,1.2826,GO
888277,1.2844,GO
888278,1.2861,GO
888279,1.2877,GO
888280,1.2890,GO
888281,1.2895,GO
888282,1.2895,GO
888283,1.2890,GO
888284,1.2882,GO
888285,1.2872,GO
888286,1.2861,GO
888287,1.2849,GO
888288,1.2836,GO
888289,1.2813,GO
888290,1.2785,GO
888291,1.2749,GO
888292,1.2716,GO
888293,1.2685,GO
888294,1.2657,GO
888295,1.2631,GO
888296,1.2605,GO
888297,1.2582,GO
888298,1.2564,GO
888299,1.2544,GO
888300,1.2521,GO
888301,1.2495,GO
888302,1.2465,GO
888303,1.2439,GO
888304,1.2411,GO
888305,1.2385,GO
888306,1.2357,GO
888307,1.2326,GO
888308,1.2296,GO
888309,1.2265,GO
888310,1.2234,GO
888311,1.2206,GO
888312,1.2175,GO
888313,1.2145,GO
888314,1.2111,GO
888315,1.2081,GO
888316,1.2047,GO
888317,1.2014,GO
888318,1.1981,GO
888319,1.1950,GO
888320,1.1919,GO
888321,1.1889,GO
888322,1.1858,GO
888323,1.1830,GO
888324,1.1799,GO
888325,1.1771,GO
888326,1.1740,GO
888327,1.1712,GO
888328,1.1684,GO
888329,1.1658,GO
888330,1.1633,GO
888331,1.1607,GO
888332,1.1581,GO
888333,1.1548,GO
888334,1.1515,GO
888335,1.1487,GO
888336,1.1461,GO
888337,1.1436,GO
888338,1.1410,GO
888339,1.1387,GO
888340,1.1372,GO
888341,1.1356,GO
888342,1.1338,GO
888343,1.1323,GO
888344,1.1315,GO
888345,1.1310,GO
888346,1.1313,GO
888347,1.1323,GO
888348,1.1333,GO
888349,1.1343,GO
888350,1.1354,GO
888351,1.1364,GO
888352,1.1377,GO
888353,1.1410,GO
888354,1.1451,GO
888355,1.1489,GO
888356,1.1520,GO
888357,1.1548,GO
888358,1.1571,GO
888359,1.1594,GO
888360,1.1617,GO
888361,1.1635,GO
888362,1.1651,GO
888363,1.1666,GO
888364,1.1686,GO
888365,1.1712,GO
888366,1.1738,GO
888367,1.1763,GO
888368,1.1786,GO
888369,1.1812,GO
888370,1.1837,GO
888371,1.1866,GO
888372,1.1894,GO
888373,1.1922,GO
888374,1.1950,GO
888375,1.1976,GO
888376,1.2001,GO
888377,1.2029,GO
888378,1.2060,GO
888379,1.2088,GO
888380,1.2114,GO
888381,1.2142,GO
888382,1.2170,GO
888383,1.2196,GO
888384,1.2224,GO
888385,1.2250,GO
888386,1.2275,GO
888387,1.2303,GO
888388,1.2332,GO
888389,1.2357,GO
888390,1.2385,GO
888391,1.2413,GO
888392,1.2444,GO
888393,1.2472,GO
888394,1.2500,GO
888395,1.2526,GO
888396,1.2552,GO
888397,1.2585,GO
888398,1.2616,GO
888399,1.2644,GO
888400,1.2669,GO
888401,1.2692,GO
888402,1.2716,GO
888403,1.2733,GO
888404,1.2749,GO
888405,1.2759,GO
888406,1.2769,GO
888407,1.2774,GO
888408,1.2777,GO
888409,1.2774,GO
888410,1.2769,GO
888411,1.2762,GO
888412,1.2749,GO
888413,1.2739,GO
888414,1.2723,GO
888415,1.2708,GO
888416,1.2690,GO
888417,1.2657,GO
888418,1.2621,GO
888419,1.2588,GO
888420,1.2559,GO
888421,1.2534,GO
888422,1.2508,GO
888423,1.2480,GO
888424,1.2454,GO
888425,1.2426,GO
888426,1.2398,GO
888427,1.2367,GO
888428,1.2337,GO
888429,1.2303,GO
888430,1.2273,GO
888431,1.2239,GO
888432,1.2206,GO
888433,1.2173,GO
888434,1.2140,GO
888435,1.2106,GO
888436,1.2073,GO
888437,1.2042,GO
888438,1.2012,GO
888439,1.1983,GO
888440,1.1953,GO
888441,1.1924,GO
888442,1.1896,GO
888443,1.1868,GO
888444,1.1843,GO
888445,1.1817,GO
888446,1.1791,GO
888447,1.1763,GO
888448,1.1738,GO
888449,1.1709,GO
888450,1.1681,GO
888451,1.1651,GO
888452,1.1620,GO
888453,1.1589,GO
888454,1.1556,GO
888455,1.1520,GO
888456,1.1487,GO
888457,1.1453,GO
888458,1.1415,GO
888459,1.1379,GO
888460,1.1343,GO
888461,1.1310,GO
888462,1.1279,GO
888463,1.1251,GO
888464,1.1226,GO
888465,1.1200,GO
888466,1.1180,GO
888467,1.1164,GO
888468,1.1154,GO
888469,1.1149,GO
888470,1.1144,GO
888471,1.1141,GO
888472,1.1146,GO
888473,1.1159,GO
888474,1.1177,GO
888475,1.1195,GO
888476,1.1213,GO
888477,1.1231,GO
888478,1.1246,GO
888479,1.1267,GO
888480,1.1295,GO
888481,1.1328,GO
888482,1.1361,GO
888483,1.1389,GO
888484,1.1415,GO
888485,1.1443,GO
888486,1.1469,GO
888487,1.1494,GO
888488,1.1523,GO
888489,1.1553,GO
888490,1.1584,GO
888491,1.1617,GO
888492,1.1651,GO
888493,1.1684,GO
888494,1.1720,GO
888495,1.1748,GO
888496,1.1779,GO
888497,1.1812,GO
888498,1.1843,GO
888499,1.1873,GO
888500,1.1901,GO
888501,1.1932,GO
888502,1.1960,GO
888503,1.1986,GO
888504,1.2012,GO
888505,1.2035,GO
888506,1.2060,GO
888507,1.2083,GO
888508,1.2106,GO
888509,1.2129,GO
888510,1.2155,GO
888511,1.2180,GO
888512,1.2204,GO
888513,1.2227,GO
888514,1.2252,GO
888515,1.2280,GO
888516,1.2311,GO
888517,1.2339,GO
888518,1.2372,GO
888519,1.2403,GO
888520,1.2434,GO
888521,1.2465,GO
888522,1.2503,GO
888523,1.2539,GO
888524,1.2567,GO
888525,1.2593,GO
888526,1.2621,GO
888527,1.2646,GO
888528,1.2667,GO
888529,1.2682,GO
888530,1.2698,GO
888531,1.2708,GO
888532,1.2718,GO
888533,1.2726,GO
888534,1.2731,GO
888535,1.2736,GO
888536,1.2731,GO
888537,1.2718,GO
888538,1.2698,GO
888539,1.2675,GO
888540,1.2652,GO
888541,1.2631,GO
888542,1.2611,GO
888543,1.2593,GO
888544,1.2570,GO
888545,1.2544,GO
888546,1.2513,GO
888547,1.2483,GO
888548,1.2449,GO
888549,1.2419,GO
888550,1.2388,GO
888551,1.2357,GO
888552,1.2324,GO
888553,1.2293,GO
888554,1.2260,GO
888555,1.2224,GO
888556,1.2188,GO
888557,1.2155,GO
888558,1.2122,GO
888559,1.2088,GO
888560,1.2058,GO
888561,1.2027,GO
888562,1.1994,GO
888563,1.1963,GO
888564,1.1935,GO
888565,1.1904,GO
888566,1.1873,GO
888567,1.1845,GO
888568,1.1817,GO
888569,1.1789,GO
888570,1.1758,GO
888571,1.1730,GO
888572,1.1702,GO
888573,1.1671,GO
888574,1.1643,GO
888575,1.1612,GO
888576,1.1581,GO
888577,1.1553,GO
888578,1.1523,GO
888579,1.1492,GO
888580,1.1464,GO
888581,1.1433,GO
888582,1.1400,GO
888583,1.1369,GO
888584,1.1336,GO
888585,1.1302,GO
888586,1.1274,GO
888587,1.1238,GO
888588,1.1208,GO
888589,1.1180,GO
888590,1.1154,GO
888591,1.1131,GO
888592,1.1113,GO
888593,1.1103,GO
888594,1.1092,GO
888595,1.1085,GO
888596,1.1080,GO
888597,1.1077,GO
888598,1.1077,GO
888599,1.1082,GO
888600,1.1092,GO
888601,1.1103,GO
888602,1.1118,GO
888603,1.1136,GO
888604,1.1154,GO
888605,1.1172,GO
888606,1.1190,GO
888607,1.1203,GO
888608,1.1223,GO
888609,1.1251,GO
888610,1.1284,GO
888611,1.1318,GO
888612,1.1351,GO
888613,1.1382,GO
888614,1.1410,GO
888615,1.1443,GO
888616,1.1474,GO
888617,1.1505,GO
888618,1.1535,GO
888619,1.1566,GO
888620,1.1599,GO
888621,1.1628,GO
888622,1.1656,GO
888623,1.1684,GO
888624,1.1709,GO
888625,1.1738,GO
888626,1.1763,GO
888627,1.1791,GO
888628,1.1817,GO
888629,1.1845,GO
888630,1.1873,GO
888631,1.1904,GO
888632,1.1935,GO
888633,1.1965,GO
888634,1.1999,GO
888635,1.2032,GO
888636,1.2065,GO
888637,1.2099,GO
888638,1.2132,GO
888639,1.2168,GO
888640,1.2201,GO
888641,1.2234,GO
888642,1.2265,GO
888643,1.2296,GO
888644,1.2326,GO
888645,1.2355,GO
888646,1.2385,GO
888647,1.2416,GO
888648,1.2447,GO
888649,1.2475,GO
888650,1.2498,GO
888651,1.2529,GO
888652,1.2557,GO
888653,1.2580,GO
888654,1.2600,GO
888655,1.2621,GO
888656,1.2636,GO
888657,1.2646,GO
888658,1.2657,GO
888659,1.2667,GO
888660,1.2675,GO
888661,1.2680,GO
888662,1.2682,GO
888663,1.2677,GO
888664,1.2669,GO
888665,1.2657,GO
888666,1.2641,GO
888667,1.2626,GO
888668,1.2611,GO
888669,1.2595,GO
888670,1.2580,GO
888671,1.2559,GO
888672,1.2529,GO
888673,1.2488,GO
888674,1.2449,GO
888675,1.2413,GO
888676,1.2380,GO
888677,1.2349,GO
888678,1.2319,GO
888679,1.2285,GO
888680,1.2252,GO
888681,1.2219,GO
888682,1.2188,GO
888683,1.2155,GO
888684,1.2124,GO
888685,1.2093,GO
888686,1.2068,GO
888687,1.2040,GO
888688,1.2014,GO
888689,1.1986,GO
888690,1.1960,GO
888691,1.1935,GO
888692,1.1907,GO
888693,1.1881,GO
888694,1.1850,GO
888695,1.1822,GO
888696,1.1791,GO
888697,1.1758,GO
888698,1.1725,GO
888699,1.1689,GO
888700,1.1656,GO
888701,1.1622,GO
888702,1.1589,GO
888703,1.1556,GO
888704,1.1523,GO
888705,1.1487,GO
888706,1.1453,GO
888707,1.1420,GO
888708,1.1387,GO
888709,1.1356,GO
888710,1.1328,GO
888711,1.1290,GO
888712,1.1256,GO
888713,1.1231,GO
888714,1.1203,GO
888715,1.1177,GO
888716,1.1154,GO
888717,1.1139,GO
888718,1.1126,GO
888719,1.1113,GO
888720,1.1103,GO
888721,1.1095,GO
888722,1.1085,GO
888723,1.1075,GO
888724,1.1064,GO
888725,1.1054,GO
888726,1.1052,GO
888727,1.1052,GO
888728,1.1054,GO
888729,1.1064,GO
888730,1.1080,GO
888731,1.1095,GO
888732,1.1110,GO
888733,1.1126,GO
888734,1.1156,GO
888735,1.1190,GO
888736,1.1223,GO
888737,1.1251,GO
888738,1.1279,GO
888739,1.1308,GO
888740,1.1336,GO
888741,1.1364,GO
888742,1.1392,GO
888743,1.1420,GO
888744,1.1451,GO
888745,1.1482,GO
888746,1.1512,GO
888747,1.1540,GO
888748,1.1569,GO
888749,1.1594,GO
888750,1.1622,GO
888751,1.1651,GO
888752,1.1679,GO
888753,1.1707,GO
888754,1.1735,GO
888755,1.1763,GO
888756,1.1789,GO
888757,1.1817,GO
888758,1.1845,GO
888759,1.1873,GO
888760,1.1901,GO
888761,1.1930,GO
888762,1.1960,GO
888763,1.1988,GO
888764,1.2014,GO
888765,1.2042,GO
888766,1.2065,GO
888767,1.2091,GO
888768,1.2116,GO
888769,1.2142,GO
888770,1.2170,GO
888771,1.2198,GO
888772,1.2229,GO
888773,1.2260,GO
888774,1.2291,GO
888775,1.2329,GO
888776,1.2365,GO
888777,1.2396,GO
888778,1.2421,GO
888779,1.2447,GO
888780,1.2470,GO
888781,1.2490,GO
888782,1.2508,GO
888783,1.2524,GO
888784,1.2536,GO
888785,1.2544,GO
888786,1.2554,GO
888787,1.2557,GO
888788,1.2562,GO
888789,1.2564,GO
888790,1.2562,GO
888791,1.2557,GO
888792,1.2552,GO
888793,1.2547,GO
888794,1.2526,GO
888795,1.2503,GO
888796,1.2477,GO
888797,1.2454,GO
888798,1.2416,GO
888799,1.2380,GO
888800,1.2347,GO
888801,1.2319,GO
888802,1.2293,GO
888803,1.2265,GO
888804,1.2237,GO
888805,1.2209,GO
888806,1.2180,GO
888807,1.2150,GO
888808,1.2119,GO
888809,1.2086,GO
888810,1.2052,GO
888811,1.2022,GO
888812,1.1991,GO
888813,1.1960,GO
888814,1.1930,GO
888815,1.1896,GO
888816,1.1863,GO
888817,1.1830,GO
888818,1.1796,GO
888819,1.1766,GO
888820,1.1735,GO
888821,1.1704,GO
888822,1.1674,GO
888823,1.1643,GO
888824,1.1612,GO
888825,1.1581,GO
888826,1.1551,GO
888827,1.1523,GO
888828,1.1494,GO
888829,1.1469,GO
888830,1.1441,GO
888831,1.1412,GO
888832,1.1387,GO
888833,1.1361,GO
888834,1.1341,GO
888835,1.1318,GO
888836,1.1295,GO
888837,1.1269,GO
888838,1.1246,GO
888839,1.1220,GO
888840,1.1180,GO
888841,1.1141,GO
888842,1.1110,GO
888843,1.1080,GO
888844,1.1049,GO
888845,1.1021,GO
888846,1.0993,GO
888847,1.0964,GO
888848,1.0941,GO
888849,1.0924,GO
888850,1.0911,GO
888851,1.0900,GO
888852,1.0890,GO
888853,1.0888,GO
888854,1.0885,GO
888855,1.0888,GO
888856,1.0893,GO
888857,1.0900,GO
888858,1.0918,GO
888859,1.0944,GO
888860,1.0967,GO
888861,1.0993,GO
888862,1.1028,GO
888863,1.1062,GO
888864,1.1092,GO
888865,1.1121,GO
888866,1.1146,GO
888867,1.1172,GO
888868,1.1197,GO
888869,1.1228,GO
888870,1.1256,GO
888871,1.1287,GO
888872,1.1320,GO
888873,1.1351,GO
888874,1.1384,GO
888875,1.1420,GO
888876,1.1453,GO
888877,1.1489,GO
888878,1.1523,GO
888879,1.1556,GO
888880,1.1589,GO
888881,1.1622,GO
888882,1.1656,GO
888883,1.1686,GO
888884,1.1717,GO
888885,1.1748,GO
888886,1.1779,GO
888887,1.1807,GO
888888,1.1837,GO
888889,1.1866,GO
888890,1.1894,GO
888891,1.1924,GO
888892,1.1953,GO
888893,1.1981,GO
888894,1.2012,GO
888895,1.2040,GO
888896,1.2070,GO
888897,1.2101,GO
888898,1.2127,GO
888899,1.2150,GO
888900,1.2173,GO
888901,1.2196,GO
888902,1.2219,GO
888903,1.2239,GO
888904,1.2278,GO
888905,1.2316,GO
888906,1.2347,GO
888907,1.2378,GO
888908,1.2406,GO
888909,1.2429,GO
888910,1.2452,GO
888911,1.2475,GO
888912,1.2495,GO
888913,1.2516,GO
888914,1.2531,GO
888915,1.2544,GO
888916,1.2557,GO
888917,1.2567,GO
888918,1.2572,GO
888919,1.2570,GO
888920,1.2562,GO
888921,1.2552,GO
888922,1.2536,GO
