Version,1
Sampling cycle,1000us
Out count,1
Data count,6169
First index,11684

,OUT01
Display unit,0.0001mm
Upper limit,5.0000mm
Lower limit,-5.0000mm

Trigger count,OUT01(mm),
12810,-2.0413,GO
12811,-2.0352,GO
12812,-2.0298,GO
12813,-2.0255,GO
12814,-2.0221,GO
12815,-2.0201,GO
12816,-2.0196,GO
12817,-2.0206,GO
12818,-2.0229,GO
12819,-2.0268,GO
12820,-2.0316,GO
12821,-2.0378,GO
12822,-2.0442,GO
12823,-2.0516,GO
12824,-2.0593,GO
12825,-2.0675,GO
12826,-2.0754,GO
12827,-2.0828,GO
12828,-2.0892,GO
12829,-2.0948,GO
12830,-2.0995,GO
12831,-2.1025,GO
12832,-2.1048,GO
12833,-2.1061,GO
12834,-2.1064,GO
12835,-2.1059,GO
12836,-2.1048,GO
12837,-2.1030,GO
12838,-2.1005,GO
12839,-2.0977,GO
12840,-2.0946,GO
12841,-2.0910,GO
12842,-2.0872,GO
12843,-2.0831,GO
12844,-2.0790,GO
12845,-2.0746,GO
12846,-2.0700,GO
12847,-2.0652,GO
12848,-2.0603,GO
12849,-2.0557,GO
12850,-2.0511,GO
12851,-2.0470,GO
12852,-2.0431,GO
12853,-2.0398,GO
12854,-2.0367,GO
12855,-2.0339,GO
12856,-2.0316,GO
12857,-2.0293,GO
12858,-2.0275,GO
12859,-2.0268,GO
12860,-2.0265,GO
12861,-2.0278,GO
12862,-2.0298,GO
12863,-2.0329,GO
12864,-2.0370,GO
12865,-2.0419,GO
12866,-2.0477,GO
12867,-2.0547,GO
12868,-2.0626,GO
12869,-2.0708,GO
12870,-2.0790,GO
12871,-2.0869,GO
12872,-2.0943,GO
12873,-2.1010,GO
12874,-2.1069,GO
12875,-2.1120,GO
12876,-2.1161,GO
12877,-2.1189,GO
12878,-2.1204,GO
12879,-2.1210,GO
12880,-2.1199,GO
12881,-2.1176,GO
12882,-2.1140,GO
12883,-2.1094,GO
12884,-2.1043,GO
12885,-2.0984,GO
12886,-2.0920,GO
12887,-2.0854,GO
12888,-2.0782,GO
12889,-2.0708,GO
12890,-2.0636,GO
12891,-2.0567,GO
12892,-2.0506,GO
12893,-2.0454,GO
12894,-2.0406,GO
12895,-2.0365,GO
12896,-2.0329,GO
12897,-2.0296,GO
12898,-2.0273,GO
12899,-2.0255,GO
12900,-2.0242,GO
12901,-2.0239,GO
12902,-2.0242,GO
12903,-2.0250,GO
12904,-2.0265,GO
12905,-2.0283,GO
12906,-2.0306,GO
12907,-2.0334,GO
12908,-2.0367,GO
12909,-2.0406,GO
12910,-2.0449,GO
12911,-2.0498,GO
12912,-2.0552,GO
12913,-2.0611,GO
12914,-2.0669,GO
12915,-2.0726,GO
12916,-2.0782,GO
12917,-2.0833,GO
12918,-2.0884,GO
12919,-2.0931,GO
12920,-2.0974,GO
12921,-2.1007,GO
12922,-2.1036,GO
12923,-2.1053,GO
12924,-2.1061,GO
12925,-2.1061,GO
12926,-2.1048,GO
12927,-2.1025,GO
12928,-2.0995,GO
12929,-2.0954,GO
12930,-2.0908,GO
12931,-2.0854,GO
12932,-2.0792,GO
12933,-2.0728,GO
12934,-2.0662,GO
12935,-2.0595,GO
12936,-2.0536,GO
12937,-2.0485,GO
12938,-2.0439,GO
12939,-2.0398,GO
12940,-2.0367,GO
12941,-2.0342,GO
12942,-2.0324,GO
12943,-2.0316,GO
12944,-2.0316,GO
12945,-2.0324,GO
12946,-2.0342,GO
12947,-2.0360,GO
12948,-2.0385,GO
12949,-2.0411,GO
12950,-2.0442,GO
12951,-2.0475,GO
12952,-2.0511,GO
12953,-2.0547,GO
12954,-2.0585,GO
12955,-2.0623,GO
12956,-2.0659,GO
12957,-2.0698,GO
12958,-2.0736,GO
12959,-2.0769,GO
12960,-2.0797,GO
12961,-2.0826,GO
12962,-2.0849,GO
12963,-2.0867,GO
12964,-2.0882,GO
12965,-2.0892,GO
12966,-2.0900,GO
12967,-2.0900,GO
12968,-2.0897,GO
12969,-2.0890,GO
12970,-2.0877,GO
12971,-2.0859,GO
12972,-2.0836,GO
12973,-2.0805,GO
12974,-2.0769,GO
12975,-2.0728,GO
12976,-2.0687,GO
12977,-2.0641,GO
12978,-2.0593,GO
12979,-2.0544,GO
12980,-2.0498,GO
12981,-2.0454,GO
12982,-2.0419,GO
12983,-2.0388,GO
12984,-2.0362,GO
12985,-2.0344,GO
12986,-2.0334,GO
12987,-2.0329,GO
12988,-2.0332,GO
12989,-2.0342,GO
12990,-2.0360,GO
12991,-2.0383,GO
12992,-2.0413,GO
12993,-2.0449,GO
12994,-2.0490,GO
12995,-2.0534,GO
12996,-2.0580,GO
12997,-2.0628,GO
12998,-2.0677,GO
12999,-2.0721,GO
13000,-2.0764,GO
13001,-2.0800,GO
13002,-2.0831,GO
13003,-2.0859,GO
13004,-2.0882,GO
13005,-2.0900,GO
13006,-2.0913,GO
13007,-2.0920,GO
13008,-2.0923,GO
13009,-2.0923,GO
13010,-2.0918,GO
13011,-2.0908,GO
13012,-2.0892,GO
13013,-2.0874,GO
13014,-2.0851,GO
13015,-2.0826,GO
13016,-2.0797,GO
13017,-2.0764,GO
13018,-2.0731,GO
13019,-2.0695,GO
13020,-2.0657,GO
13021,-2.0618,GO
13022,-2.0585,GO
13023,-2.0549,GO
13024,-2.0521,GO
13025,-2.0493,GO
13026,-2.0470,GO
13027,-2.0449,GO
13028,-2.0434,GO
13029,-2.0421,GO
13030,-2.0411,GO
13031,-2.0408,GO
13032,-2.0411,GO
13033,-2.0419,GO
13034,-2.0431,GO
13035,-2.0452,GO
13036,-2.0475,GO
13037,-2.0506,GO
13038,-2.0541,GO
13039,-2.0580,GO
13040,-2.0623,GO
13041,-2.0667,GO
13042,-2.0710,GO
13043,-2.0751,GO
13044,-2.0790,GO
13045,-2.0826,GO
13046,-2.0856,GO
13047,-2.0884,GO
13048,-2.0908,GO
13049,-2.0925,GO
13050,-2.0938,GO
13051,-2.0946,GO
13052,-2.0946,GO
13053,-2.0943,GO
13054,-2.0933,GO
13055,-2.0920,GO
13056,-2.0902,GO
13057,-2.0882,GO
13058,-2.0856,GO
13059,-2.0828,GO
13060,-2.0800,GO
13061,-2.0769,GO
13062,-2.0739,GO
13063,-2.0705,GO
13064,-2.0669,GO
13065,-2.0634,GO
13066,-2.0603,GO
13067,-2.0575,GO
13068,-2.0549,GO
13069,-2.0526,GO
13070,-2.0508,GO
13071,-2.0493,GO
13072,-2.0480,GO
13073,-2.0475,GO
13074,-2.0470,GO
13075,-2.0472,GO
13076,-2.0477,GO
13077,-2.0488,GO
13078,-2.0500,GO
13079,-2.0518,GO
13080,-2.0539,GO
13081,-2.0562,GO
13082,-2.0590,GO
13083,-2.0623,GO
13084,-2.0657,GO
13085,-2.0692,GO
13086,-2.0728,GO
13087,-2.0759,GO
13088,-2.0790,GO
13089,-2.0818,GO
13090,-2.0838,GO
13091,-2.0859,GO
13092,-2.0874,GO
13093,-2.0884,GO
13094,-2.0895,GO
13095,-2.0897,GO
13096,-2.0897,GO
13097,-2.0892,GO
13098,-2.0882,GO
13099,-2.0867,GO
13100,-2.0849,GO
13101,-2.0831,GO
13102,-2.0805,GO
13103,-2.0780,GO
13104,-2.0754,GO
13105,-2.0723,GO
13106,-2.0695,GO
13107,-2.0662,GO
13108,-2.0634,GO
13109,-2.0600,GO
13110,-2.0575,GO
13111,-2.0549,GO
13112,-2.0526,GO
13113,-2.0506,GO
13114,-2.0490,GO
13115,-2.0477,GO
13116,-2.0470,GO
13117,-2.0467,GO
13118,-2.0470,GO
13119,-2.0472,GO
13120,-2.0483,GO
13121,-2.0493,GO
13122,-2.0508,GO
13123,-2.0529,GO
13124,-2.0552,GO
13125,-2.0577,GO
13126,-2.0603,GO
13127,-2.0631,GO
13128,-2.0659,GO
13129,-2.0687,GO
13130,-2.0716,GO
13131,-2.0744,GO
13132,-2.0767,GO
13133,-2.0790,GO
13134,-2.0808,GO
13135,-2.0823,GO
13136,-2.0836,GO
13137,-2.0844,GO
13138,-2.0849,GO
13139,-2.0849,GO
13140,-2.0846,GO
13141,-2.0838,GO
13142,-2.0828,GO
13143,-2.0813,GO
13144,-2.0797,GO
13145,-2.0780,GO
13146,-2.0756,GO
13147,-2.0733,GO
13148,-2.0705,GO
13149,-2.0680,GO
13150,-2.0657,GO
13151,-2.0631,GO
13152,-2.0608,GO
13153,-2.0588,GO
13154,-2.0567,GO
13155,-2.0549,GO
13156,-2.0536,GO
13157,-2.0526,GO
13158,-2.0518,GO
13159,-2.0513,GO
13160,-2.0511,GO
13161,-2.0511,GO
13162,-2.0516,GO
13163,-2.0524,GO
13164,-2.0531,GO
13165,-2.0547,GO
13166,-2.0562,GO
13167,-2.0580,GO
13168,-2.0600,GO
13169,-2.0623,GO
13170,-2.0646,GO
13171,-2.0672,GO
13172,-2.0692,GO
13173,-2.0716,GO
13174,-2.0736,GO
13175,-2.0756,GO
13176,-2.0774,GO
13177,-2.0790,GO
13178,-2.0800,GO
13179,-2.0810,GO
13180,-2.0815,GO
13181,-2.0818,GO
13182,-2.0818,GO
13183,-2.0813,GO
13184,-2.0805,GO
13185,-2.0795,GO
13186,-2.0780,GO
13187,-2.0762,GO
13188,-2.0741,GO
13189,-2.0718,GO
13190,-2.0695,GO
13191,-2.0667,GO
13192,-2.0641,GO
13193,-2.0616,GO
13194,-2.0590,GO
13195,-2.0567,GO
13196,-2.0547,GO
13197,-2.0529,GO
13198,-2.0513,GO
13199,-2.0503,GO
13200,-2.0495,GO
13201,-2.0493,GO
13202,-2.0493,GO
13203,-2.0493,GO
13204,-2.0498,GO
13205,-2.0506,GO
13206,-2.0516,GO
13207,-2.0529,GO
13208,-2.0544,GO
13209,-2.0562,GO
13210,-2.0582,GO
13211,-2.0603,GO
13212,-2.0623,GO
13213,-2.0646,GO
13214,-2.0672,GO
13215,-2.0692,GO
13216,-2.0716,GO
13217,-2.0733,GO
13218,-2.0754,GO
13219,-2.0769,GO
13220,-2.0782,GO
13221,-2.0777,GO
13222,-2.0744,GO
13223,-2.0664,GO
13224,-2.0529,GO
13225,-2.0332,GO
13226,-2.0068,GO
13227,-1.9758,GO
13228,-1.9405,GO
13229,-1.9023,GO
13230,-1.8627,GO
13231,-1.8212,GO
13232,-1.7792,GO
13233,-1.7354,GO
13234,-1.6914,GO
13235,-1.6484,GO
13236,-1.6067,GO
13237,-1.5688,GO
13238,-1.5342,GO
13239,-1.5030,GO
13240,-1.4751,GO
13241,-1.4495,GO
13242,-1.4239,GO
13243,-1.3980,GO
13244,-1.3714,GO
13245,-1.3440,GO
13246,-1.3181,GO
13247,-1.2941,GO
13248,-1.2716,GO
13249,-1.2498,GO
13250,-1.2273,GO
13251,-1.2029,GO
13252,-1.1753,GO
13253,-1.1436,GO
13254,-1.1090,GO
13255,-1.0724,GO
13256,-1.0355,GO
13257,-1.0007,GO
13258,-0.9682,GO
13259,-0.9390,GO
13260,-0.9121,GO
13261,-0.8868,GO
13262,-0.8622,GO
13263,-0.8371,GO
13264,-0.8125,GO
13265,-0.7882,GO
13266,-0.7647,GO
13267,-0.7427,GO
13268,-0.7199,GO
13269,-0.6958,GO
13270,-0.6692,GO
13271,-0.6390,GO
13272,-0.6054,GO
13273,-0.5699,GO
13274,-0.5338,GO
13275,-0.4984,GO
13276,-0.4659,GO
13277,-0.4347,GO
13278,-0.4050,GO
13279,-0.3756,GO
13280,-0.3451,GO
13281,-0.3131,GO
13282,-0.2801,GO
13283,-0.2463,GO
13284,-0.2132,GO
13285,-0.1815,GO
13286,-0.1526,GO
13287,-0.1260,GO
13288,-0.1011,GO
13289,-0.0783,GO
13290,-0.0558,GO
13291,-0.0333,GO
13292,-0.0110,GO
13293,0.0090,GO
13294,0.0315,GO
13295,0.0458,GO
13296,0.0609,GO
13297,0.0671,GO
13298,0.0612,GO
13299,0.0545,GO
13300,0.0379,GO
13301,0.0241,GO
13302,0.0108,GO
13303,-0.0020,GO
13304,-0.0138,GO
13305,-0.0238,GO
13306,-0.0328,GO
13307,-0.0410,GO
13308,-0.0486,GO
13309,-0.0563,GO
13310,-0.0637,GO
13311,-0.0696,GO
13312,-0.0806,GO
13313,-0.1382,GO
13314,-0.1828,GO
13315,-0.2217,GO
13316,-0.2473,GO
13317,-0.2194,GO
13318,-0.1999,GO
13319,-0.1853,GO
13320,-0.1777,GO
13321,-0.1754,GO
13322,-0.1812,GO
13323,-0.1892,GO
13324,-0.1989,GO
13325,-0.2102,GO
13326,-0.2189,GO
13327,-0.2286,GO
13328,-0.2386,GO
13329,-0.2486,GO
13330,-0.2586,GO
13331,-0.2660,GO
13332,-0.3133,GO
13333,-0.3487,GO
13334,-0.3730,GO
13335,-0.3948,GO
13336,-0.3681,GO
13337,-0.3430,GO
13338,-0.3174,GO
13339,-0.2849,GO
13340,-0.2501,GO
13341,-0.2145,GO
13342,-0.1810,GO
13343,-0.1503,GO
13344,-0.1216,GO
13345,-0.0955,GO
13346,-0.0712,GO
13347,-0.0476,GO
13348,-0.0246,GO
13349,-0.0013,GO
13350,0.0218,GO
13351,0.0389,GO
13352,0.0525,GO
13353,0.0594,GO
13354,0.0599,GO
13355,0.0507,GO
13356,0.0366,GO
13357,0.0189,GO
13358,-0.0018,GO
13359,-0.0161,GO
13360,-0.0305,GO
13361,-0.0433,GO
13362,-0.0532,GO
13363,-0.0620,GO
13364,-0.0694,GO
13365,-0.0760,GO
13366,-0.0814,GO
13367,-0.0824,GO
13368,-0.1295,GO
13369,-0.1697,GO
13370,-0.2097,GO
13371,-0.2478,GO
13372,-0.2330,GO
13373,-0.2207,GO
13374,-0.2045,GO
13375,-0.1917,GO
13376,-0.1851,GO
13377,-0.1815,GO
13378,-0.1828,GO
13379,-0.1882,GO
13380,-0.1943,GO
13381,-0.2025,GO
13382,-0.2112,GO
13383,-0.2191,GO
13384,-0.2271,GO
13385,-0.2353,GO
13386,-0.2450,GO
13387,-0.2547,GO
13388,-0.2588,GO
13389,-0.2852,GO
13390,-0.3052,GO
13391,-0.3197,GO
13392,-0.3323,GO
13393,-0.3123,GO
13394,-0.2883,GO
13395,-0.2591,GO
13396,-0.2273,GO
13397,-0.1948,GO
13398,-0.1623,GO
13399,-0.1313,GO
13400,-0.1034,GO
13401,-0.0778,GO
13402,-0.0556,GO
13403,-0.0353,GO
13404,-0.0164,GO
13405,0.0059,GO
13406,0.0218,GO
13407,0.0335,GO
13408,0.0445,GO
13409,0.0384,GO
13410,0.0300,GO
13411,0.0184,GO
13412,0.0005,GO
13413,-0.0120,GO
13414,-0.0251,GO
13415,-0.0384,GO
13416,-0.0515,GO
13417,-0.0635,GO
13418,-0.0742,GO
13419,-0.0829,GO
13420,-0.0899,GO
13421,-0.0945,GO
13422,-0.0975,GO
13423,-0.1055,GO
13424,-0.1244,GO
13425,-0.1546,GO
13426,-0.1846,GO
13427,-0.2051,GO
13428,-0.2127,GO
13429,-0.2071,GO
13430,-0.2004,GO
13431,-0.1961,GO
13432,-0.1933,GO
13433,-0.1940,GO
13434,-0.1981,GO
13435,-0.2058,GO
13436,-0.2145,GO
13437,-0.2235,GO
13438,-0.2317,GO
13439,-0.2386,GO
13440,-0.2452,GO
13441,-0.2524,GO
13442,-0.2604,GO
13443,-0.2376,GO
13444,-0.2588,GO
13445,-0.2775,GO
13446,-0.2906,GO
13447,-0.3254,GO
13448,-0.3069,GO
13449,-0.2824,GO
13450,-0.2542,GO
13451,-0.2250,GO
13452,-0.1943,GO
13453,-0.1613,GO
13454,-0.1265,GO
13455,-0.0909,GO
13456,-0.0561,GO
13457,-0.0279,GO
13458,0.0005,GO
13459,0.0179,GO
13460,0.0307,GO
13461,0.0381,GO
13462,0.0351,GO
13463,0.0302,GO
13464,0.0200,GO
13465,0.0102,GO
13466,-0.0005,GO
13467,-0.0095,GO
13468,-0.0177,GO
13469,-0.0259,GO
13470,-0.0338,GO
13471,-0.0430,GO
13472,-0.0530,GO
13473,-0.0645,GO
13474,-0.0768,GO
13475,-0.0883,GO
13476,-0.0957,GO
13477,-0.1055,GO
13478,-0.1400,GO
13479,-0.1748,GO
13480,-0.2140,GO
13481,-0.2427,GO
13482,-0.2376,GO
13483,-0.2273,GO
13484,-0.2125,GO
13485,-0.2017,GO
13486,-0.1971,GO
13487,-0.1953,GO
13488,-0.1946,GO
13489,-0.1971,GO
13490,-0.2017,GO
13491,-0.2094,GO
13492,-0.2202,GO
13493,-0.2330,GO
13494,-0.2473,GO
13495,-0.2629,GO
13496,-0.2788,GO
13497,-0.2926,GO
13498,-0.3075,GO
13499,-0.3197,GO
13500,-0.3323,GO
13501,-0.3382,GO
13502,-0.3325,GO
13503,-0.3172,GO
13504,-0.2908,GO
13505,-0.2616,GO
13506,-0.2317,GO
13507,-0.2028,GO
13508,-0.1748,GO
13509,-0.1477,GO
13510,-0.1206,GO
13511,-0.0942,GO
13512,-0.0660,GO
13513,-0.0394,GO
13514,-0.0177,GO
13515,0.0069,GO
13516,0.0223,GO
13517,0.0356,GO
13518,0.0445,GO
13519,0.0412,GO
13520,0.0361,GO
13521,0.0253,GO
13522,0.0143,GO
13523,0.0044,GO
13524,-0.0049,GO
13525,-0.0136,GO
13526,-0.0223,GO
13527,-0.0307,GO
13528,-0.0394,GO
13529,-0.0489,GO
13530,-0.0591,GO
13531,-0.0701,GO
13532,-0.0809,GO
13533,-0.0850,GO
13534,-0.1510,GO
13535,-0.2038,GO
13536,-0.2483,GO
13537,-0.2867,GO
13538,-0.2542,GO
13539,-0.2294,GO
13540,-0.2104,GO
13541,-0.2002,GO
13542,-0.1964,GO
13543,-0.1958,GO
13544,-0.1964,GO
13545,-0.1997,GO
13546,-0.2051,GO
13547,-0.2125,GO
13548,-0.2222,GO
13549,-0.2335,GO
13550,-0.2470,GO
13551,-0.2611,GO
13552,-0.2755,GO
13553,-0.2844,GO
13554,-0.2926,GO
13555,-0.3254,GO
13556,-0.3443,GO
13557,-0.3607,GO
13558,-0.3694,GO
13559,-0.3438,GO
13560,-0.3228,GO
13561,-0.2985,GO
13562,-0.2719,GO
13563,-0.2452,GO
13564,-0.2189,GO
13565,-0.1940,GO
13566,-0.1697,GO
13567,-0.1454,GO
13568,-0.1193,GO
13569,-0.0899,GO
13570,-0.0620,GO
13571,-0.0300,GO
13572,-0.0054,GO
13573,0.0143,GO
13574,0.0259,GO
13575,0.0218,GO
13576,0.0143,GO
13577,0.0003,GO
13578,-0.0136,GO
13579,-0.0256,GO
13580,-0.0369,GO
13581,-0.0479,GO
13582,-0.0581,GO
13583,-0.0673,GO
13584,-0.0760,GO
13585,-0.0847,GO
13586,-0.0942,GO
13587,-0.1042,GO
13588,-0.1103,GO
13589,-0.1764,GO
13590,-0.2312,GO
13591,-0.2760,GO
13592,-0.3167,GO
13593,-0.2888,GO
13594,-0.2657,GO
13595,-0.2473,GO
13596,-0.2348,GO
13597,-0.2271,GO
13598,-0.2230,GO
13599,-0.2220,GO
13600,-0.2220,GO
13601,-0.2250,GO
13602,-0.2296,GO
13603,-0.2360,GO
13604,-0.2442,GO
13605,-0.2537,GO
13606,-0.2650,GO
13607,-0.2783,GO
13608,-0.2926,GO
13609,-0.3082,GO
13610,-0.3208,GO
13611,-0.3392,GO
13612,-0.3525,GO
13613,-0.3566,GO
13614,-0.3538,GO
13615,-0.3338,GO
13616,-0.3072,GO
13617,-0.2775,GO
13618,-0.2452,GO
13619,-0.2122,GO
13620,-0.1805,GO
13621,-0.1500,GO
13622,-0.1221,GO
13623,-0.0957,GO
13624,-0.0696,GO
13625,-0.0474,GO
13626,-0.0210,GO
13627,0.0000,GO
13628,0.0146,GO
13629,0.0246,GO
13630,0.0202,GO
13631,0.0131,GO
13632,0.0033,GO
13633,-0.0064,GO
13634,-0.0148,GO
13635,-0.0238,GO
13636,-0.0333,GO
13637,-0.0435,GO
13638,-0.0535,GO
13639,-0.0625,GO
13640,-0.0712,GO
13641,-0.0791,GO
13642,-0.0873,GO
13643,-0.0963,GO
13644,-0.1052,GO
13645,-0.1091,GO
13646,-0.1462,GO
13647,-0.1856,GO
13648,-0.2243,GO
13649,-0.2616,GO
13650,-0.2573,GO
13651,-0.2460,GO
13652,-0.2319,GO
13653,-0.2220,GO
13654,-0.2179,GO
13655,-0.2171,GO
13656,-0.2189,GO
13657,-0.2227,GO
13658,-0.2291,GO
13659,-0.2371,GO
13660,-0.2460,GO
13661,-0.2560,GO
13662,-0.2670,GO
13663,-0.2803,GO
13664,-0.2936,GO
13665,-0.3228,GO
13666,-0.3558,GO
13667,-0.3820,GO
13668,-0.3994,GO
13669,-0.3907,GO
13670,-0.3686,GO
13671,-0.3430,GO
13672,-0.3174,GO
13673,-0.2924,GO
13674,-0.2665,GO
13675,-0.2399,GO
13676,-0.2125,GO
13677,-0.1846,GO
13678,-0.1572,GO
13679,-0.1313,GO
13680,-0.1065,GO
13681,-0.0824,GO
13682,-0.0591,GO
13683,-0.0381,GO
13684,-0.0161,GO
13685,0.0031,GO
13686,0.0131,GO
13687,0.0161,GO
13688,0.0090,GO
13689,-0.0044,GO
13690,-0.0159,GO
13691,-0.0261,GO
13692,-0.0346,GO
13693,-0.0430,GO
13694,-0.0520,GO
13695,-0.0612,GO
13696,-0.0712,GO
13697,-0.0809,GO
13698,-0.0904,GO
13699,-0.0991,GO
13700,-0.1070,GO
13701,-0.1121,GO
13702,-0.1779,GO
13703,-0.2307,GO
13704,-0.2742,GO
13705,-0.3116,GO
13706,-0.2813,GO
13707,-0.2575,GO
13708,-0.2399,GO
13709,-0.2284,GO
13710,-0.2220,GO
13711,-0.2202,GO
13712,-0.2204,GO
13713,-0.2232,GO
13714,-0.2286,GO
13715,-0.2368,GO
13716,-0.2465,GO
13717,-0.2570,GO
13718,-0.2680,GO
13719,-0.2785,GO
13720,-0.2895,GO
13721,-0.3003,GO
13722,-0.3108,GO
13723,-0.3374,GO
13724,-0.3622,GO
13725,-0.3807,GO
13726,-0.3899,GO
13727,-0.3732,GO
13728,-0.3497,GO
13729,-0.3241,GO
13730,-0.2990,GO
13731,-0.2744,GO
13732,-0.2486,GO
13733,-0.2217,GO
13734,-0.1938,GO
13735,-0.1651,GO
13736,-0.1367,GO
13737,-0.1085,GO
13738,-0.0837,GO
13739,-0.0650,GO
13740,-0.0445,GO
13741,-0.0302,GO
13742,-0.0220,GO
13743,-0.0210,GO
13744,-0.0312,GO
13745,-0.0448,GO
13746,-0.0579,GO
13747,-0.0663,GO
13748,-0.0735,GO
13749,-0.0804,GO
13750,-0.0876,GO
13751,-0.0955,GO
13752,-0.1042,GO
13753,-0.1137,GO
13754,-0.1236,GO
13755,-0.1334,GO
13756,-0.1423,GO
13757,-0.1492,GO
13758,-0.1569,GO
13759,-0.1667,GO
13760,-0.2130,GO
13761,-0.2504,GO
13762,-0.2796,GO
13763,-0.2990,GO
13764,-0.2788,GO
13765,-0.2652,GO
13766,-0.2573,GO
13767,-0.2542,GO
13768,-0.2532,GO
13769,-0.2565,GO
13770,-0.2627,GO
13771,-0.2724,GO
13772,-0.2844,GO
13773,-0.2972,GO
13774,-0.3103,GO
13775,-0.3226,GO
13776,-0.3346,GO
13777,-0.3443,GO
13778,-0.3451,GO
13779,-0.3625,GO
13780,-0.3776,GO
13781,-0.3843,GO
13782,-0.3835,GO
13783,-0.3604,GO
13784,-0.3302,GO
13785,-0.3011,GO
13786,-0.2798,GO
13787,-0.2552,GO
13788,-0.2317,GO
13789,-0.2081,GO
13790,-0.1833,GO
13791,-0.1574,GO
13792,-0.1298,GO
13793,-0.1011,GO
13794,-0.0732,GO
13795,-0.0458,GO
13796,-0.0195,GO
13797,0.0072,GO
13798,0.0323,GO
13799,0.0566,GO
13800,0.0791,GO
13801,0.0957,GO
13802,0.1065,GO
13803,0.1047,GO
13804,0.0945,GO
13805,0.0809,GO
13806,0.0655,GO
13807,0.0540,GO
13808,0.0443,GO
13809,0.0338,GO
13810,0.0243,GO
13811,0.0154,GO
13812,0.0067,GO
13813,-0.0018,GO
13814,-0.0102,GO
13815,-0.0187,GO
13816,-0.0261,GO
13817,-0.0284,GO
13818,-0.0753,GO
13819,-0.1152,GO
13820,-0.1554,GO
13821,-0.1933,GO
13822,-0.1789,GO
13823,-0.1661,GO
13824,-0.1510,GO
13825,-0.1403,GO
13826,-0.1354,GO
13827,-0.1339,GO
13828,-0.1354,GO
13829,-0.1400,GO
13830,-0.1467,GO
13831,-0.1554,GO
13832,-0.1649,GO
13833,-0.1743,GO
13834,-0.1841,GO
13835,-0.1943,GO
13836,-0.2058,GO
13837,-0.2176,GO
13838,-0.3075,GO
13839,-0.3866,GO
13840,-0.4518,GO
13841,-0.5089,GO
13842,-0.4805,GO
13843,-0.4547,GO
13844,-0.4324,GO
13845,-0.4099,GO
13846,-0.3848,GO
13847,-0.3571,GO
13848,-0.3274,GO
13849,-0.2970,GO
13850,-0.2660,GO
13851,-0.2360,GO
13852,-0.2076,GO
13853,-0.1805,GO
13854,-0.1541,GO
13855,-0.1318,GO
13856,-0.1075,GO
13857,-0.0893,GO
13858,-0.0737,GO
13859,-0.0689,GO
13860,-0.0732,GO
13861,-0.0794,GO
13862,-0.0911,GO
13863,-0.0965,GO
13864,-0.1037,GO
13865,-0.1119,GO
13866,-0.1216,GO
13867,-0.1324,GO
13868,-0.1434,GO
13869,-0.1544,GO
13870,-0.1644,GO
13871,-0.1733,GO
13872,-0.1815,GO
13873,-0.1894,GO
13874,-0.1966,GO
13875,-0.2035,GO
13876,-0.2491,GO
13877,-0.2944,GO
13878,-0.3315,GO
13879,-0.3594,GO
13880,-0.3443,GO
13881,-0.3259,GO
13882,-0.3144,GO
13883,-0.3098,GO
13884,-0.3080,GO
13885,-0.3082,GO
13886,-0.3113,GO
13887,-0.3172,GO
13888,-0.3261,GO
13889,-0.3366,GO
13890,-0.3479,GO
13891,-0.3589,GO
13892,-0.3697,GO
13893,-0.3812,GO
13894,-0.3912,GO
13895,-0.4165,GO
13896,-0.4398,GO
13897,-0.4572,GO
13898,-0.4667,GO
13899,-0.4513,GO
13900,-0.4298,GO
13901,-0.4058,GO
13902,-0.3822,GO
13903,-0.3589,GO
13904,-0.3351,GO
13905,-0.3090,GO
13906,-0.2816,GO
13907,-0.2537,GO
13908,-0.2250,GO
13909,-0.1974,GO
13910,-0.1705,GO
13911,-0.1477,GO
13912,-0.1321,GO
13913,-0.1139,GO
13914,-0.0978,GO
13915,-0.0873,GO
13916,-0.0806,GO
13917,-0.0855,GO
13918,-0.0963,GO
13919,-0.1073,GO
13920,-0.1167,GO
13921,-0.1254,GO
13922,-0.1344,GO
13923,-0.1436,GO
13924,-0.1531,GO
13925,-0.1638,GO
13926,-0.1751,GO
13927,-0.1869,GO
13928,-0.1981,GO
13929,-0.2066,GO
13930,-0.2153,GO
13931,-0.2245,GO
13932,-0.2668,GO
13933,-0.3023,GO
13934,-0.3284,GO
13935,-0.3474,GO
13936,-0.3297,GO
13937,-0.3180,GO
13938,-0.3131,GO
13939,-0.3118,GO
13940,-0.3128,GO
13941,-0.3159,GO
13942,-0.3210,GO
13943,-0.3282,GO
13944,-0.3372,GO
13945,-0.3471,GO
13946,-0.3576,GO
13947,-0.3684,GO
13948,-0.3789,GO
13949,-0.3899,GO
13950,-0.4001,GO
13951,-0.4321,GO
13952,-0.4526,GO
13953,-0.4675,GO
13954,-0.4728,GO
13955,-0.4457,GO
13956,-0.4196,GO
13957,-0.3889,GO
13958,-0.3589,GO
13959,-0.3313,GO
13960,-0.3046,GO
13961,-0.2783,GO
13962,-0.2511,GO
13963,-0.2235,GO
13964,-0.1938,GO
13965,-0.1633,GO
13966,-0.1370,GO
13967,-0.1093,GO
13968,-0.0888,GO
13969,-0.0730,GO
13970,-0.0627,GO
13971,-0.0653,GO
13972,-0.0732,GO
13973,-0.0865,GO
